card_id,name,set_name,market_price,predicted_relative_return,pred_lo90,pred_hi90,percentile,direction_flag,direction_flag_percentile,signal_strength,top3_drivers,cardmarket_eur_avg30,cardmarket_eur_trend,cardmarket_eur_usd_div_z
me2pt5-251,Sprigatito ex,Ascended Heroes,2.15,0.02871579920496826,-0.2091933424469923,0.2779755425184263,65.06276150627615,none,none,strong,log_price +0.12; mispricing -0.10; mid_skew +0.09,1.87,1.8,-0.3028464208252889
sv8pt5-169,Terapagos ex,Prismatic Evolutions,32.29,0.02860785346772048,-0.15137376596013616,0.2595393442525388,64.85355648535564,none,none,strong,log_price -0.06; rarity_SIR +0.05; set_age -0.04,33.09,33.91,0.5391446101730927
me2-115,Mega Lopunny ex,Phantasmal Flames,1.84,0.028427853589113365,-0.2094812880628472,0.2776875969025714,64.64435146443515,none,none,strong,mid_skew +0.16; log_price +0.13; set_age -0.08,2.2,2.23,1.1788039968626398
swsh7-183,Sylveon V,Evolving Skies,36.66,0.028277183341244367,-0.11989850431605208,0.20505282754977974,64.43514644351464,none,none,strong,premium_asof +0.12; set_age +0.09; log_price -0.07,26.84,23.99,-1.0256583633252232
sv10-218,Arven's Mabosstiff ex,Destined Rivals,1.51,0.028210938409910527,-0.20969820324205002,0.2774706817233686,64.22594142259415,none,none,strong,log_price +0.14; premium_asof -0.10; set_age -0.06,1.45,1.38,0.00039691717674373656
swsh7-192,Dragonite V,Evolving Skies,533.69,0.028134185001138897,-0.12004150265615754,0.20490982920967427,64.01673640167364,none,none,strong,log_price -0.24; mispricing +0.13; premium_asof +0.09,392.39,359.52,-0.9495182077609414
swsh12-210,Serperior VSTAR,Silver Tempest,6.39,0.027774457513178117,-0.15394290737102478,0.225679444663867,63.80753138075313,none,none,strong,premium_asof -0.06; log_price +0.05; book_pos -0.05,5.0,4.46,-0.8533789443169476
swsh12-202,Lugia VSTAR,Silver Tempest,42.23,0.027596312938365012,-0.12521501097441584,0.14298453721524473,63.59832635983263,none,none,strong,premium_asof +0.11; mispricing -0.10; log_price -0.08,35.46,32.52,-0.5683025428816119
sv4-225,Iron Valiant ex,Paradox Rift,2.54,0.027343683713766883,-0.21056545793819367,0.2766034270272249,63.38912133891213,none,none,strong,log_price +0.11; premium_asof -0.08; rarity_UR -0.03,2.29,2.61,0.4497456629083879
sv8pt5-160,Cornerstone Mask Ogerpon ex,Prismatic Evolutions,14.13,0.027214117708873633,-0.152767501718983,0.2581456084936919,63.17991631799163,none,none,strong,rarity_SIR +0.05; set_age -0.04; premium_asof -0.03,17.79,17.21,1.202603159983769
sv9-176,Hop's Zacian ex,Journey Together,1.87,0.02706077806546839,-0.21084836358649217,0.27632052137892643,62.97071129707113,none,none,strong,log_price +0.13; mispricing -0.05; set_age -0.05,2.03,2.05,0.7213577416190713
sv6-200,Dragapult ex,Twilight Masquerade,13.13,0.026347338655431204,-0.21156180299652935,0.2756070819688892,62.76150627615063,none,none,strong,premium_asof +0.05; mom_3m +0.03; rarity_UR -0.03,8.18,8.46,-1.0654555971760287
swsh7-211,Sylveon VMAX,Evolving Skies,60.47,0.02608030205192246,-0.12673102186085838,0.1414685263288022,62.55230125523013,none,none,strong,premium_asof +0.12; log_price -0.10; mispricing -0.09,34.43,39.09,-1.0571121203092573
swsh7-175,Glaceon V,Evolving Skies,160.56,0.02571179833186769,-0.12246388932542875,0.20248744254040305,62.34309623430963,none,none,strong,log_price -0.16; premium_asof +0.09; mispricing +0.09,134.84,142.52,-0.10344406708873721
swsh10-178,Garchomp V,Astral Radiance,9.35,0.025481580450817106,-0.12269410720647933,0.20225722465935247,62.13389121338913,none,none,strong,mispricing -0.07; premium_asof +0.07; set_age +0.06,6.0,6.13,-1.0208218975421663
swsh7-212,Sylveon VMAX,Evolving Skies,389.33,0.0253109783518931,-0.12750034556088774,0.14069920262877283,61.92468619246861,none,none,strong,log_price -0.22; premium_asof +0.12; set_age +0.09,293.07,252.47,-1.0490592821620779
sv6pt5-81,Revavroom ex,Shrouded Fable,1.74,0.02420231613518244,-0.2137068255167781,0.2734620594486405,61.71548117154811,none,none,strong,log_price +0.13; premium_asof -0.10; mispricing +0.04,1.62,1.8,0.4771201373677265
swsh12-211,Lugia VSTAR,Silver Tempest,28.38,0.023941265444841913,-0.157776099439361,0.22184625259553079,61.50627615062761,none,none,strong,premium_asof +0.11; log_price -0.05; set_age +0.04,25.36,38.6,1.764574175281795
me1-180,Mega Absol ex,Mega Evolution,52.01,0.023730692946640222,-0.1562509264812164,0.2546621837314585,61.29707112970711,none,none,strong,log_price -0.09; set_age -0.07; mid_skew +0.07,65.66,60.29,0.9702194083219194
swsh10-193,Hisuian Typhlosion VSTAR,Astral Radiance,14.86,0.023339304586449807,-0.12947201932633104,0.13872752886332954,61.08786610878661,none,none,strong,mispricing -0.13; set_age +0.06; direct_disc +0.05,10.24,11.02,-0.6809068943128543
sv8pt5-167,Eevee ex,Prismatic Evolutions,181.72,0.023262552844244992,-0.15671906658361165,0.2541940436290633,60.87866108786611,none,none,strong,log_price -0.17; premium_asof +0.11; artwork +0.05,159.56,181.94,0.3455711210690151
swsh7-167,Leafeon V,Evolving Skies,152.92,0.022976507585111456,-0.12519918007218497,0.19975215179364683,60.66945606694561,none,none,strong,log_price -0.16; book_pos -0.10; premium_asof +0.09,128.48,128.47,-0.29136804310184894
swsh12-197,Alolan Vulpix VSTAR,Silver Tempest,25.42,0.021806781602321454,-0.13100454231045938,0.1371950058792012,60.46025104602511,none,none,strong,mispricing -0.10; premium_asof +0.08; artwork +0.05,14.17,14.43,-1.3685594923092106
sv3pt5-192,Zapdos ex,151,11.11,0.021794192747678732,-0.21611494890428182,0.27105393606113676,60.25104602510461,none,none,strong,premium_asof +0.04; rarity_UR -0.03; appeal_missing -0.01,14.95,16.18,2.145053277274121
me2-113,Mega Sharpedo ex,Phantasmal Flames,2.14,0.02175138868685722,-0.21615775296510334,0.27101113200031524,60.04184100418411,none,none,strong,log_price +0.12; set_age -0.08; mid_skew +0.04,2.42,2.21,0.47011223177496525
swsh11-201,Giratina VSTAR,Lost Origin,28.77,0.021676216380838647,-0.1311351075319422,0.13706444065771836,59.83263598326359,none,none,strong,mispricing -0.10; premium_asof +0.09; artwork +0.05,1.43,1.38,-3.423301147910356
swsh7-185,Medicham V,Evolving Skies,2.21,0.02145241072693003,-0.12672327693036642,0.1982280549354654,59.62343096234309,none,none,strong,log_price +0.12; set_age +0.09; premium_asof -0.08,3.36,3.74,3.0779842326054743
swsh7-166,Leafeon V,Evolving Skies,22.61,0.021193379099796246,-0.1269823085575002,0.1979690233083316,59.41422594142259,none,none,strong,premium_asof +0.09; set_age +0.09; mid_skew -0.04,23.81,19.12,-0.26949977452188706
sv10-216,Team Rocket's Nidoking ex,Destined Rivals,3.85,0.020722707270679572,-0.217186434381281,0.2699824505841376,59.20502092050209,none,none,strong,log_price +0.08; mispricing -0.07; set_age -0.06,4.32,5.38,1.9120082509071437
me2-111,Rotom ex,Phantasmal Flames,1.28,0.020523551000491108,-0.21738559065146945,0.26978329431394915,58.995815899581594,none,none,strong,log_price +0.15; set_age -0.08; artwork -0.04,1.5,1.42,0.773224057484574
sv8-223,Hydreigon ex,Surging Sparks,4.65,0.020514581399311015,-0.21739456025264955,0.2697743247127691,58.78661087866108,none,none,strong,log_price +0.07; set_age -0.04; lifecycle -0.03,3.33,3.27,-0.832581379060918
swsh9-163,Zamazenta V,Brilliant Stars,2.33,0.020223287998489377,-0.12795239965880706,0.19699893220702475,58.57740585774059,none,none,strong,log_price +0.11; mispricing -0.08; set_age +0.07,2.6,3.01,1.4946636546223249
swsh7-217,Rayquaza VMAX,Evolving Skies,124.98,0.020176808038062807,-0.13263451587471803,0.13556503231494255,58.36820083682008,none,none,strong,log_price -0.15; premium_asof +0.12; set_age +0.09,90.62,67.08,-1.4908776345394787
swsh7-181,Golurk V,Evolving Skies,3.81,0.02011998072608036,-0.12805570693121607,0.19689562493461574,58.15899581589959,none,none,strong,set_age +0.09; log_price +0.08; mispricing -0.06,4.41,5.33,1.9181267863579825
me2-125,Mega Charizard X ex,Phantasmal Flames,699.74,0.02000107625098343,-0.1599805431768732,0.2509325670358017,57.94979079497908,none,none,strong,log_price -0.26; premium_asof +0.11; mispricing +0.10,811.81,743.19,0.5862895575281327
swsh12-173,Alolan Vulpix V,Silver Tempest,12.1,0.020000406175996376,-0.12817528148130006,0.19677605038453175,57.74058577405857,none,none,strong,premium_asof +0.08; mispricing -0.06; set_age +0.04,7.55,6.96,-1.3387350841234422
swsh7-207,Gyarados VMAX,Evolving Skies,49.13,0.01981033603944283,-0.13300098787333803,0.13519856031632255,57.53138075313807,none,none,strong,set_age +0.09; log_price -0.09; premium_asof +0.08,32.11,25.62,-1.5511808972791017
swsh7-169,Flareon V,Evolving Skies,21.95,0.019631457608759142,-0.1285442300485373,0.1964071018172945,57.32217573221757,none,none,strong,set_age +0.09; premium_asof +0.08; log_price -0.03,19.02,14.32,-1.0335654655730524
sv7-161,Medicham ex,Stellar Crown,1.18,0.019126887026803437,-0.21878225462515713,0.2683866303402615,57.11297071129707,none,none,strong,log_price +0.16; premium_asof -0.08; set_age -0.03,1.14,1.22,0.4748093641830568
swsh12-183,Regidrago V,Silver Tempest,2.37,0.01890554445321203,-0.12927014320408442,0.19568118866174739,56.903765690376574,none,none,strong,log_price +0.11; mispricing -0.07; premium_asof -0.05,2.72,2.53,0.6077031975461418
sv10-214,Regirock ex,Destined Rivals,1.24,0.01857226230290188,-0.21933687934905868,0.26783200561635995,56.69456066945606,none,none,strong,log_price +0.15; premium_asof -0.06; mispricing -0.06,1.33,1.32,0.595864062631573
sv4-230,Aegislash ex,Paradox Rift,1.92,0.018556284208611166,-0.2193528574433494,0.26781602752206923,56.48535564853556,none,none,strong,log_price +0.12; premium_asof -0.08; mispricing -0.07,1.75,1.63,-0.25639389016393793
swsh11-187,Hisuian Goodra V,Lost Origin,2.62,0.018205963764101992,-0.12996972389319444,0.19498160797263736,56.27615062761506,none,none,strong,log_price +0.10; mispricing -0.07; set_age +0.05,1.92,1.91,-0.730646920401428
swsh11-179,Aerodactyl V,Lost Origin,3.1,0.018138395580373966,-0.13003729207692247,0.19491403978890934,56.06694560669456,none,none,strong,log_price +0.09; mispricing -0.07; set_age +0.05,3.61,3.89,1.3483487149517235
swsh7-173,Suicune V,Evolving Skies,9.19,0.018015044053272707,-0.13016064360402374,0.19479068826180806,55.85774058577406,none,none,strong,set_age +0.09; mispricing -0.07; premium_asof +0.05,9.87,10.47,0.8914676681427072
swsh9-162,Honchkrow V,Brilliant Stars,12.22,0.017903844864608172,-0.13027184279268827,0.19467948907314353,55.64853556485355,none,none,strong,premium_asof -0.09; mispricing +0.07; set_age +0.07,13.98,12.78,0.521970316086222
sv8pt5-165,Dragapult ex,Prismatic Evolutions,106.68,0.01789569767548005,-0.1620859217523766,0.24882718846029833,55.43933054393305,none,none,strong,log_price -0.14; premium_asof +0.05; rarity_SIR +0.05,89.46,97.53,0.0016707567371211326
swsh10-194,Machamp VMAX,Astral Radiance,16.89,0.017807293617422768,-0.13500403029535807,0.1331955178943025,55.23012552301255,none,none,strong,set_age +0.06; mispricing -0.06; artwork +0.02,10.95,10.58,-1.1363057539856163
sv3-211,Tyranitar ex,Obsidian Flames,5.37,0.017533962150687324,-0.22037517950127322,0.2667937054641454,55.02092050209205,none,none,strong,premium_asof +0.07; log_price +0.06; mispricing -0.03,2.92,3.08,-1.34525801021904
swsh9-184,Arceus VSTAR,Brilliant Stars,17.2,0.01748134931828115,-0.16423601556592174,0.21538633646897004,54.811715481171554,none,none,strong,set_age +0.07; premium_asof +0.05; vol_6m +0.02,16.24,14.56,-0.26606750995114686
swsh9-165,Arceus V,Brilliant Stars,9.91,0.017293780395026725,-0.13088190726226973,0.19406942460356208,54.60251046025104,none,none,strong,set_age +0.07; premium_asof +0.05; mispricing -0.04,6.71,6.18,-1.147351079696233
swsh10-177,Origin Forme Dialga V,Astral Radiance,65.35,0.017282792145485382,-0.13089289551181105,0.19405843635402076,54.39330543933054,none,none,strong,log_price -0.10; mispricing +0.06; set_age +0.06,58.91,62.22,0.15141674538838915
sv7-170,Terapagos ex,Stellar Crown,36.05,0.017019918701918053,-0.1629617007259386,0.24795140948673633,54.18410041841004,none,none,strong,vol_6m -0.07; log_price -0.07; mom_3m +0.06,35.05,31.97,-0.10668372766784963
swsh7-205,Leafeon VMAX,Evolving Skies,412.32,0.01692427660548934,-0.1358870473072915,0.13231250088236907,53.97489539748954,none,none,strong,log_price -0.22; premium_asof +0.09; mispricing +0.09,273.94,295.66,-0.7778672129857784
swsh9-181,Galarian Articuno V,Brilliant Stars,14.85,0.016863906951082874,-0.16485345793312003,0.21476889410177175,53.76569037656904,none,none,strong,set_age +0.07; premium_asof +0.06; rarity_RareSecret -0.02,12.39,11.95,-0.43132493945129086
swsh12-181,Skuntank V,Silver Tempest,11.8,0.016817487658756097,-0.13135819999854034,0.19359313186729146,53.55648535564853,none,none,strong,premium_asof -0.07; mispricing +0.04; set_age +0.04,10.84,10.32,-0.15510740595797226
me2-109,Mega Charizard X ex,Phantasmal Flames,26.95,0.01667895026598454,-0.22123019138597602,0.2659386935794426,53.34728033472803,none,none,strong,premium_asof +0.11; set_age -0.08; log_price -0.05,23.48,21.64,-0.4382255658610925
swsh11-172,Hisuian Electrode V,Lost Origin,2.38,0.01664307128466728,-0.13153261637262917,0.19341871549320264,53.13807531380753,none,none,strong,log_price +0.11; mispricing -0.07; set_age +0.05,2.36,2.48,0.5069077513617072
swsh11-184,Galarian Perrserker V,Lost Origin,21.47,0.016527577851066653,-0.1316481098062298,0.19330322205960201,52.928870292887034,none,none,strong,mispricing +0.06; set_age +0.05; log_price -0.03,18.69,18.39,-0.22640213122311845
sv8pt5-145,Teal Mask Ogerpon ex,Prismatic Evolutions,20.03,0.016478990922566012,-0.16350262850529063,0.2474104817073843,52.719665271966534,none,none,strong,rarity_SIR +0.05; set_age -0.04; premium_asof -0.03,19.55,19.79,0.2934107850461944
swsh10-170,Jirachi V,Astral Radiance,24.65,0.01637143946881369,-0.13180424818848274,0.19314708367734906,52.51046025104602,none,none,strong,premium_asof +0.06; set_age +0.06; log_price -0.04,10.84,10.97,-1.8534169544228716
sv8-224,Archaludon ex,Surging Sparks,1.1,0.016260906236344342,-0.2216482354156162,0.26552064954980237,52.30125523012552,none,none,strong,log_price +0.16; premium_asof -0.15; set_age -0.04,1.39,1.54,1.9222776870603129
swsh10-196,Kleavor VSTAR,Astral Radiance,8.29,0.016253885278218513,-0.13655743863456232,0.13164210955509825,52.09205020920502,none,none,strong,premium_asof -0.10; mispricing -0.07; set_age +0.06,9.33,8.87,0.6174027454073938
swsh10-175,Hisuian Sneasler V,Astral Radiance,36.53,0.016213630814959287,-0.13196205684233714,0.19298927502349467,51.88284518828452,none,none,strong,mispricing +0.07; log_price -0.07; set_age +0.06,33.36,34.62,0.13406046047320486
swsh7-190,Garbodor V,Evolving Skies,4.9,0.016117248107651447,-0.132058439549645,0.1928928923161868,51.67364016736402,none,none,strong,set_age +0.09; log_price +0.06; mispricing -0.06,3.57,3.64,-0.6758896596915883
swsh11-180,Aerodactyl V,Lost Origin,211.61,0.016076560166956237,-0.1320991274903402,0.1928522043754916,51.46443514644351,none,none,strong,log_price -0.18; mispricing +0.15; book_pos -0.11,195.25,176.63,-0.3127837311094397
sv8pt5-148,Hearthflame Mask Ogerpon ex,Prismatic Evolutions,17.81,0.01593516718825716,-0.1640464522395995,0.24686665797307544,51.25523012552301,none,none,strong,rarity_SIR +0.05; set_age -0.04; premium_asof -0.03,18.43,19.96,0.8180740071637276
swsh12-182,Magearna V,Silver Tempest,1.88,0.015900162398461787,-0.13227552525883465,0.19267580660699715,51.04602510460251,none,none,strong,log_price +0.13; premium_asof -0.08; set_age +0.04,2.46,2.29,1.2030347837157187
swsh7-215,Umbreon VMAX,Evolving Skies,2380.34,0.0157242788686233,-0.13708704504415756,0.13111250314550302,50.836820083682014,none,none,strong,log_price -0.34; mispricing +0.15; premium_asof +0.13,1811.56,1289.51,-1.4710786933462876
me2-130,Mega Charizard X ex,Phantasmal Flames,269.17,0.015589723920935846,-0.16612764096326704,0.21349471107162474,50.627615062761514,none,none,strong,log_price -0.20; premium_asof +0.11; set_age -0.08,265.69,266.77,0.3055318575651188
swsh10-195,Hisuian Decidueye VSTAR,Astral Radiance,7.73,0.01551207858487,-0.13729924532791085,0.13090030286174972,50.418410041841,none,none,strong,mispricing -0.07; premium_asof -0.07; set_age +0.06,6.79,6.76,-0.1553501417698681
swsh7-210,Dracozolt VMAX,Evolving Skies,8.4,0.015494945354224162,-0.1373163785585567,0.13088316963110389,50.2092050209205,none,none,strong,set_age +0.09; mispricing -0.06; log_price +0.03,5.94,6.1,-0.7417852083410933
sv8pt5-151,Palafin ex,Prismatic Evolutions,42.6,0.015408879868133777,-0.16457273955972287,0.24634037065295206,50.0,none,none,strong,premium_asof -0.10; log_price -0.08; mispricing +0.06,54.09,42.65,0.34542505106723453
swsh12-180,Skuntank V,Silver Tempest,1.68,0.015267426908578685,-0.13290826074871775,0.19204307111711405,49.7907949790795,none,none,strong,log_price +0.13; premium_asof -0.07; set_age +0.04,2.05,1.41,-0.29463684250516803
swsh7-197,Duraludon V,Evolving Skies,2.32,0.015188369292204473,-0.13298731836509198,0.19196401350073983,49.58158995815899,none,none,strong,log_price +0.11; set_age +0.09; mispricing -0.08,3.56,3.87,2.982287116198037
swsh10-165,Heatran V,Astral Radiance,2.02,0.015164767411291911,-0.13301092024600453,0.19194041161982728,49.37238493723849,none,none,strong,log_price +0.12; premium_asof -0.12; set_age +0.06,2.52,2.78,1.8283275978966624
swsh7-186,Medicham V,Evolving Skies,21.36,0.01507519425057415,-0.13310049340672228,0.19185083845910952,49.163179916317986,none,none,strong,set_age +0.09; premium_asof -0.08; mispricing +0.08,20.03,19.82,0.055730741606363966
sv3pt5-198,Venusaur ex,151,118.89,0.015005182540539688,-0.16497643688731695,0.24593667332535796,48.95397489539749,none,none,strong,log_price -0.14; mispricing +0.09; premium_asof +0.05,116.52,113.58,0.16419841635391974
sv5-217,Iron Boulder ex,Temporal Forces,8.38,0.014981953279228456,-0.12235999394146634,0.19898085637506702,48.74476987447699,none,none,strong,premium_asof -0.07; mispricing +0.04; artwork -0.03,9.29,8.47,0.3832470448549347
swsh12-199,Unown VSTAR,Silver Tempest,10.93,0.014891260516111069,-0.1379200633966698,0.13027948479299079,48.53556485355649,none,none,strong,mispricing -0.09; set_age +0.04; vol_6m +0.03,11.12,9.79,-0.07159018570859925
swsh7-206,Trevenant VMAX,Evolving Skies,7.03,0.014658640879653548,-0.1381526830331273,0.13004686515653327,48.32635983263599,none,none,strong,set_age +0.09; premium_asof -0.07; log_price +0.04,6.2,5.94,-0.27224092600114486
sv9-184,Lillie's Clefairy ex,Journey Together,104.51,0.014390161565732692,-0.16559145786212395,0.24532165235055098,48.11715481171548,none,none,strong,log_price -0.13; premium_asof +0.07; set_age -0.05,103.21,101.18,0.21480680805538702
me1-155,Mega Venusaur ex,Mega Evolution,11.24,0.014302488767855292,-0.22360665288410528,0.26356223208131335,47.90794979079498,none,none,strong,set_age -0.07; premium_asof +0.05; mispricing -0.03,12.07,11.26,0.3478196314276625
swsh10-180,Wyrdeer V,Astral Radiance,2.21,0.014106479904034996,-0.13406920775326145,0.19088212411257036,47.69874476987448,none,none,strong,log_price +0.12; premium_asof -0.08; mispricing -0.06,2.18,2.02,0.0008708296059754515
sv1-247,Koraidon ex,Scarlet & Violet,22.91,0.014033216824253621,-0.16594840260360302,0.2449647076090719,47.48953974895397,none,none,strong,mispricing +0.06; rarity_SIR +0.05; log_price -0.04,23.28,21.02,0.01461449691201386
sv3-224,Revavroom ex,Obsidian Flames,5.74,0.014031977694904831,-0.16594964173295182,0.2449634684797231,47.28033472803347,none,none,strong,premium_asof -0.10; mispricing +0.07; log_price +0.05,4.27,4.56,-0.4720037809432953
sv5-213,Iron Leaves ex,Temporal Forces,8.52,0.013940268891073864,-0.12340167832962093,0.1979391719869124,47.071129707112966,none,none,strong,premium_asof -0.04; artwork -0.03; log_price +0.03,8.73,8.74,0.4428762145629813
sv4-260,Garchomp ex,Paradox Rift,17.47,0.013918004201115084,-0.12342394301957971,0.19791690729695363,46.86192468619247,none,none,strong,premium_asof +0.07; artwork -0.02; log_price -0.02,9.89,10.8,-1.1687402984746695
sv6-214,Greninja ex,Twilight Masquerade,370.23,0.013899876170519772,-0.16608174325733688,0.24483136695533805,46.65271966527197,none,none,strong,log_price -0.22; premium_asof +0.08; mispricing +0.06,226.39,198.72,-1.4907924271085577
swsh12-200,Mawile VSTAR,Silver Tempest,7.29,0.013719508344960003,-0.13909181556782085,0.12910773262183972,46.44351464435147,none,none,strong,set_age +0.04; log_price +0.04; mispricing -0.03,6.13,5.73,-0.5052817841757627
sv1-228,Gardevoir ex,Scarlet & Violet,5.25,0.013671512712043157,-0.2242376289399174,0.2629312560255012,46.23430962343097,none,none,strong,mispricing -0.06; log_price +0.06; premium_asof +0.04,3.12,3.39,-1.0599665718201305
swsh7-213,Lycanroc VMAX,Evolving Skies,9.66,0.013499427614561714,-0.13931189629821913,0.12888765189144144,46.02510460251046,none,none,strong,mispricing -0.09; set_age +0.09; premium_asof -0.07,7.56,6.45,-0.9730335622974298
swsh10-210,Origin Forme Dialga VSTAR,Astral Radiance,13.35,0.013429890100380678,-0.16828747478382222,0.21133487725106956,45.81589958158996,none,none,strong,set_age +0.06; mispricing -0.05; vol_6m +0.02,13.18,10.6,-0.47365484585875867
swsh9-152,Shaymin V,Brilliant Stars,2.35,0.013363348314497396,-0.13481233934279904,0.19013899252303276,45.60669456066946,none,none,strong,log_price +0.11; set_age +0.07; mispricing -0.05,2.94,1.7,-0.7528011815195821
swsh7-198,Duraludon V,Evolving Skies,19.45,0.013255275457984382,-0.13492041219931206,0.19003091966651975,45.39748953974895,none,none,strong,set_age +0.09; premium_asof -0.07; mispricing +0.06,17.78,17.29,-0.09829327512809988
sv4-251,Roaring Moon ex,Paradox Rift,39.31,0.013101779538748096,-0.16687983988910854,0.24403327032356636,45.18828451882845,none,none,strong,log_price -0.07; mispricing +0.06; rarity_SIR +0.05,46.02,45.26,0.9392253962942084
sv3-223,Charizard ex,Obsidian Flames,108.41,0.012934772824744504,-0.16704684660311214,0.2438662636095628,44.97907949790795,none,none,strong,log_price -0.14; premium_asof +0.11; mispricing +0.06,100.0,97.24,-0.06658746378486265
sv1-248,Iron Treads ex,Scarlet & Violet,5.91,0.012934423396524201,-0.16704719603133245,0.24386591418134249,44.76987447698745,none,none,strong,premium_asof -0.10; log_price +0.05; rarity_SIR +0.05,4.97,4.85,-0.36834524264429885
swsh12-201,Regidrago VSTAR,Silver Tempest,8.02,0.01290330054920163,-0.13990802336357921,0.12829152482608136,44.56066945606695,none,none,strong,premium_asof -0.05; mispricing -0.05; set_age +0.04,7.67,7.07,-0.1275504272886197
sv4-228,Sandy Shocks ex,Paradox Rift,2.19,0.01287736257036552,-0.22503177908159505,0.26213710588382355,44.35146443514644,none,none,strong,log_price +0.12; premium_asof -0.08; artwork -0.04,1.91,1.66,-0.6160549540685549
swsh11-175,Magnezone V,Lost Origin,1.89,0.012762855431540255,-0.13541283222575617,0.18953849964007563,44.14225941422594,none,none,strong,log_price +0.13; premium_asof -0.08; set_age +0.05,1.92,1.6,-0.26587291253911416
swsh10-192,Origin Forme Palkia VSTAR,Astral Radiance,15.88,0.012687008841297474,-0.14012431507148337,0.1280752331181772,43.93305439330544,none,none,strong,mispricing -0.10; set_age +0.06; artwork +0.05,15.59,17.6,0.7690225938191069
swsh10-197,Hisuian Samurott VSTAR,Astral Radiance,8.72,0.012615144584806304,-0.14019617932797454,0.12800336886168603,43.72384937238494,none,none,strong,mispricing -0.08; set_age +0.06; vol_6m +0.03,8.18,7.91,-0.026477368643160207
swsh7-228,Cresselia,Evolving Skies,12.33,0.012373339394854466,-0.16934402548934843,0.21027832654554335,43.51464435146444,none,none,strong,set_age +0.09; artwork -0.03; premium_asof -0.03,14.95,15.32,1.2995567358323903
swsh11-203,Hisuian Zoroark VSTAR,Lost Origin,8.39,0.012250029930612095,-0.14056129398216877,0.1276382542074918,43.30543933054393,none,none,strong,mispricing -0.12; set_age +0.05; artwork +0.03,7.59,7.22,-0.21057036910887797
sv4-219,Garchomp ex,Paradox Rift,7.85,0.01175019062104227,-0.2261589510309183,0.26100993393450034,43.09623430962343,none,none,strong,premium_asof +0.07; mispricing -0.05; mid_skew -0.04,5.09,4.51,-1.3414406970068775
sv6-192,Hearthflame Mask Ogerpon ex,Twilight Masquerade,2.32,0.011668739233985143,-0.2262404024179754,0.26092848254744316,42.88702928870293,none,none,strong,log_price +0.11; mispricing -0.08; premium_asof -0.03,2.14,2.25,0.22149085381361305
swsh11-199,Aerodactyl VSTAR,Lost Origin,15.4,0.011626158070697726,-0.14118516584208313,0.12701438234757745,42.67782426778243,none,none,strong,mispricing -0.06; set_age +0.05; mid_skew -0.04,12.29,10.31,-0.9660012310186289
swsh10-163,Hisuian Lilligant V,Astral Radiance,28.01,0.011575283978396467,-0.13660040367889997,0.18835092818693183,42.46861924686193,none,none,strong,mispricing +0.06; set_age +0.06; log_price -0.05,18.55,19.37,-0.8787889335768285
sv6-199,Cornerstone Mask Ogerpon ex,Twilight Masquerade,3.71,0.01152944523123254,-0.22637969642072803,0.2607891885446906,42.25941422594142,none,none,strong,log_price +0.08; mispricing -0.05; premium_asof -0.03,3.55,3.55,0.17027312674032669
swsh11-181,Gallade V,Lost Origin,2.91,0.011216523964554342,-0.1369591636927421,0.1879921681730897,42.05020920502092,none,none,strong,log_price +0.10; mispricing -0.06; set_age +0.05,2.57,2.87,0.2864376752251847
sv10-229,Team Rocket's Moltres ex,Destined Rivals,93.26,0.010952419902905108,-0.16902919952495155,0.24188391068772339,41.84100418410041,none,none,strong,log_price -0.13; set_age -0.06; rarity_SIR +0.05,148.79,141.42,2.382514922406028
swsh10-167,Origin Forme Palkia V,Astral Radiance,93.91,0.010924592895512336,-0.1372510947617841,0.1877002371040477,41.63179916317992,none,none,strong,log_price -0.13; mispricing +0.09; set_age +0.06,118.89,94.05,0.34667870122766514
sv4-248,Iron Hands ex,Paradox Rift,13.01,0.010911364491058888,-0.16907025493679775,0.24184285527587718,41.42259414225941,none,none,strong,mispricing +0.06; rarity_SIR +0.05; premium_asof -0.04,10.74,10.91,-0.2974044989626661
sv4-246,Golisopod ex,Paradox Rift,26.64,0.010701141268912846,-0.16928047815894381,0.24163263205373112,41.21338912133891,none,none,strong,premium_asof -0.09; mispricing +0.09; rarity_SIR +0.05,20.42,20.23,-0.6105453608055609
sv9-173,Lillie's Clefairy ex,Journey Together,7.48,0.010659430408677187,-0.22724971124328336,0.25991917372213524,41.00418410041841,none,none,strong,premium_asof +0.07; set_age -0.05; log_price +0.04,5.32,5.79,-0.5525054047336541
me1-159,Mega Gardevoir ex,Mega Evolution,4.79,0.010642706175778857,-0.2272664354761817,0.2599024494892369,40.79497907949791,none,none,strong,mispricing -0.07; set_age -0.07; log_price +0.07,5.16,5.0,0.5141214532892684
sv5-189,Walking Wake ex,Temporal Forces,2.1,0.010328977962222144,-0.2275801636897384,0.25958872127568017,40.58577405857741,none,none,strong,log_price +0.12; mispricing -0.05; rarity_UR -0.03,1.77,1.75,-0.31817096702284864
sv6pt5-92,Fezandipiti ex,Shrouded Fable,38.98,0.01031674811386061,-0.16966487131399605,0.24124823889867889,40.37656903765691,none,none,strong,mispricing +0.09; log_price -0.07; rarity_SIR +0.05,26.55,24.04,-1.1745764299740824
